name,marla,area_sqft,floor_number,total_floors,built_year,address,description,floor,floors_in_building,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,price,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms
"4 BHK Askari 11, Askari, Lahore, Punjab",12.0,3267.0,,,,"Askari 11, Askari, Lahore, Punjab","4 Bed Flat For Sale In Askari 11, Lahore. 4 Bed Rooms With Attached Baths Drawing, Dining Kitchen Store Servant Room Emergency Exit And Generated Back Up For Info, Pls Contact",,,,,,,,24500000,Askari 11,45,0,0,0,0,0,0,0,0,0,0
"3 BHK Askari 10, Askari, Lahore, Punjab",10.0,2722.5,6.0,8.0,2025.0,"Askari 10, Askari, Lahore, Punjab",10 Marla 3 Bed Apartment: 3 Bedrooms 3 Bathrooms 1 Kitchen 1 Storeroom Dinning room TV Lounge 1 Servant Quater 1 Powder room 1 Laundry room,6.0,8.0,3.0,3.0,1.0,1.0,1.0,38500000,Askari 10,97,1,1,1,1,0,0,1,0,0,0
"4 BHK Askari 10, Askari, Lahore, Punjab",13.0,3539.25,7.0,9.0,2025.0,"Askari 10, Askari, Lahore, Punjab",A spacious and brand new 4 bedroom flat available for rent in the prime location of Askari 10. The flat offers a beautiful open view and is ideal for families looking for comfort and convenience. Key Features: 4 spacious bedrooms Brand new construction Beautiful scenic view Located near a well-maintained park Walking distance from KFC Only 2 km from the airport Peaceful and secure environment Ideal for family living,7.0,9.0,4.0,5.0,1.0,1.0,1.0,43200000,Askari 10,117,1,1,1,1,0,0,1,0,0,1
"4 BHK Askari 10, Askari, Lahore, Punjab",12.0,3267.0,,,2025.0,"Askari 10, Askari, Lahore, Punjab",4 BEDROOM ATTACHED BATH KITCHEN LOUNGE PARKING IN BASEMENT DRAWING STORE SERVANT ROOM POWDER ROOM FOR MORE DETAILS CONTACT US PLEASE,,,6.0,6.0,2.0,2.0,1.0,45000000,Askari 10,106,1,1,1,1,1,1,1,1,1,1
"4 BHK Askari 10, Askari, Lahore, Punjab",13.0,3539.25,6.0,9.0,2025.0,"Askari 10, Askari, Lahore, Punjab","A beautifully designed brand new flat with open view, featuring 4 spacious bedrooms, elegant drawing room, huge TV lounge, modern beautiful kitchen, and servant quarter. Located in the prime area of Askari 10, just steps away from market, park, masjid, and popular brands like KFC, Jalal Sons, Carrefour, Gloria Jeans, with easy access to the airport. Ideal for comfortable family living Secure and well-maintained environment Urgently available for sale Contact now for best deal dont miss this opportunity!",6.0,9.0,1.0,1.0,1.0,1.0,1.0,44500000,Askari 10,118,1,1,1,1,1,1,1,1,1,0
"3 BHK Askari, Lahore, Punjab",10.0,2722.5,,8.0,2025.0,"Askari, Lahore, Punjab",10 MARLA 3 BED FLAT AVAILABLE SALE RENT WITH GAS IN ASKARI 11 Built in year: 2025 View: GOOD Parking Spaces: 2 Lobby in Building Flooring: Tiles Electricity Backup: Generator Waste Disposal Floors in Building: 8 Elevators: 2 Service Elevators in Building Other Main Features: yes Rooms Bedrooms: 3 Bathrooms: 3 Servant Quarters: 1 Drawing Room Dining Room Kitchens: 1 Prayer Room Gym Store Rooms: 1 Lounge or Sitting Room Laundry Room Business and Communication Satellite or Cable TV Ready Conference Room in Building ATM Machines Community Features Community Lawn or Garden Community Gym First Aid or Medical Centre Day Care Centre Kids Play Area Barbeque Area Mosque Community Centre Other Community Facilities: yes Healthcare Recreational Sauna Nearby Locations and Other Facilities Nearby Schools: yes Nearby Hospitals: Shabaz sharif hospital Nearby Shopping Malls: DOLMEN MALL Nearby Restaurants: kababjes Distance From Airport (kms): 5 KM Nearby Public Transport Service: Badian Road Lahore Other Nearby Places: yes,,8.0,3.0,3.0,1.0,1.0,1.0,35000000,Askari,90,1,1,1,1,0,1,0,1,0,0
"4 BHK Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",12.0,3267.0,,,2018.0,"Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab","With Gas 04 Beds 12 Marla Prime Location Apartment for Sale in Sector B Askari 11 Lahore. Askari 11 is Part of DHA phase 5 extensions. Some Features are A. 04 Bedrooms with Attached Baths B. TV Lounge, Kitchen C. Large Living room and Drawing room D. Nicely organized E. Servant room with attached bath. F. Powder Room G. Dedicated Covered Parking for One Vehicle. Open Space for more than 1 vehicle. H. 24 Hrs. Security, Gated Community. I. 2 Heavy-Duty Lifts in Each Building with Generator Backup. J. Schools(Roots International School & College) & (APS LGS), Lahore Airport, Hospitals(PKLI & INDUS) K. Maintenance staff & Security Staff here and all Other Facilities are available here. For More Contact Faiz Rasool from Unique Associate",,,4.0,4.0,1.0,1.0,1.0,33500000,Askari 11,76,1,1,1,1,1,1,1,0,1,0
"3 BHK Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,,,2020.0,"Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab","With a 10 Marla area size like this, this property is definitely a bargain on this budget. Check out our list for all the available Flat in the city. Lahore offers real estate options in good locations surrounded by all kinds of facilities, so don't miss the opportunity. You can expect good returns on investment by booking your property at PKR Rs. 27500000 in the upcoming project. Askari 11 is central to all kinds of facilities, making it a top choice for investors. Your ideal apartment is up for sale, so what are you waiting for. These features below will convince you why this property is right for you. Apart from prayers, you can visit the nearby mosque to engage in religious learning as well. The community swimming pool offers a good opportunity for kids' activity. The Flat has a prayer room as well, which you can utilize any way you like. You can avail the laundry service neat the Flat for your clothes and bedsheets. Outdoor play is great for children and luckily the property has a kids play area. Stylish yet practical facilities are installed for the differently-abled to navigate in the Flat. A spacious laundry room is part of the Flat where you can install your washing machine. For any kind of property advice, you can get in touch with us",,,3.0,4.0,1.0,1.0,1.0,32300000,Askari 11,62,1,1,1,1,1,1,1,0,1,0
"3 BHK Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,,,2022.0,"Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab","Park-Facing Apartment for Sale in Askari 11, Sector B . A Perfect Blend of Comfort & Location! Presented by R A Real Estate Looking for a serene, spacious, and secure home in Lahore? This beautifully maintained 10 Marla ground-floor apartment in the heart of Askari 11 Sector B offers everything you need for upscale living or a solid investment opportunity. Apartment Features: 3 Bedrooms with Attached Tiled Bathrooms Bright TV Lounge + Separate Dining Area Fully Equipped Modern Kitchen Laundry Area & Store Room Servant Quarter with Attached Bath 1 Dedicated Covered Parking Space Prime Location Benefits: Facing a lush park with open views, excellent ventilation, and natural light. Just a short walk from: McDonald's, Gloria Jeans, Jalal Sons Askari & Faysal Banks NGS & Roots International Schools Subway, Pharmacy, Beauty Salon, Iron Box Gym, Auto Services & More Why This Apartment? Ground floor (ideal for families & elderly residents) Park-facing unit with peaceful surroundings Gated community with 24/7 security Excellent rental and resale potential Deal Highlights: Direct & Transparent Deal Owner Meeting Available on Request Contact R A Real Estate Today to schedule your visit or get more details. Opportunities like this don't last your dream apartment awaits!",,,3.0,3.0,1.0,1.0,1.0,32500000,Askari 11,57,1,1,1,1,1,1,1,1,1,0
"3 BHK Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,2.0,2.0,2018.0,"Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",10 Marla 3 bedroom apartments available for sale 3 bedroom attached washroom kitchen stor car parking best security system,2.0,2.0,3.0,4.0,1.0,1.0,1.0,27500000,Askari 11,50,1,1,1,1,1,1,1,1,1,0
"3 BHK Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,2.0,2.0,2018.0,"Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab",10 Marla 3 bedroom apartments available for sale 3 bedroom attached washroom kitchen TV lounge car parking store room more details plz call again.,2.0,2.0,3.0,4.0,1.0,1.0,1.0,28000000,Askari 11,87,1,1,1,1,1,1,1,1,1,0
"2 BHK Askari 11 - Sector A, Askari 11, Askari, Lahore, Punjab",6.0,1633.5,2.0,5.0,2019.0,"Askari 11 - Sector A, Askari 11, Askari, Lahore, Punjab",6 Marla 2 Bedroom Apartments Available For Sale 2 Bedroom Attached Washroom Kitchen Store Room During Dining Car Parking Special Security System,2.0,5.0,2.0,3.0,1.0,,1.0,18000000,Askari 11,48,1,1,1,1,1,1,1,1,1,0
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.0,3267.0,,,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12 Marla 4 Bedroom Apartment Available For Sale In Askari 10 sector S Lahore Cantt 04 Bedroom 04 Bathroom Servant Quratera Drawing Room Dinung ROOM Kitchne STORE ROOM LOUNGE OR SITTING ROOM LAUNDRY ROOM Please Contact,,,4.0,4.0,1.0,1.0,1.0,45000000,Askari 10,133,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,5.0,7.0,2020.0,"Askari 11, Askari, Lahore, Punjab","Your ideal property type is up for sale, so what are you waiting for. It is now time to book your Flat in Askari 11 - Sector B , Lahore. The right property for you in Askari 11 - Sector B is right within your reach. The newly constructed Flat is built keeping in mind the modern day needs. The market trends confirm that the quoted price of RsView Contact Detail is quite reasonable. The number of 10 Marla options in the Askari 11 - Sector B can be limited, so hurry up. To get to more details on the property, some of its features are given below. The property's spacious drawing room is perfect for families who entertain guests frequently. Having double glazed windows in the Flat not only maintains the temperature inside but also provides better protection. The Flat comes with a steam room that is good for your skin and overall health. A beautifully designed airy dining room that comes with this Flat is perfect to host formal dinners. A separate service elevator in the building ensures smooth operations. Having a powder room in the home is a great additional feature. Security services monitor the building at all times for any suspicious activity. You can leave your contact details for our representative to call you.",5.0,7.0,3.0,3.0,1.0,1.0,1.0,28000000,Askari 11,113,1,1,1,1,1,1,1,1,1,0
"2 BHK Askari 5, Askari, Lahore, Punjab",5.3,1442.925,11.0,8.0,,"Askari 5, Askari, Lahore, Punjab","A refined addition to the skyline of Lahore, intricately molded to radiate the perfect sense of family living, Zameen Aurum is all set to lead the trend of vertical development in the city. A distinct symbol of elegance, it is the 5th offering being introduced by Zameen Developments, after successfully establishing a name for themselves in the real estate markets of Lahore, Islamabad, and Rawalpindi. An Assortment of Extravagant Real Estate Tastefully crafted and equipped with all the principal features of a high-end project, Zameen Aurum features a range of property options: Studio, 1, 2 & 3 bedroom apartments/Single-storey & Duplex Penthouses Single-storey & duplex penthouses Service outlets A Glistening Beacon An ultra-modern architectural phenomenon being constructed on an area of 4 kanals, Zameen Aurum seamlessly combines the comfort of home with the desire of luxury for both residents and visitors. The perfectly landscaped entrance and spacious rooftop give way to gorgeous, expansive green spaces within the premises; while the apartments are naturally ventilated and offer stunning views of the city. Zameen Aurum is an earthquake-resistant structure approved by Lahore Development Authority (LDA). The establishment boasts a 15-story master plan, bifurcated into 3 basements, a ground floor and 11 upper floors; which harmoniously incubate a secure and peaceful environment for the families. The apartments and penthouses are layered with consumer-driven, contemporary design preferences; and facilitated by commercial outlets, they lay the foundations of a wholesome, day-to-day lifestyle.",11.0,8.0,2.0,2.0,1.0,1.0,1.0,33500000,Askari,137,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",10.0,2722.5,1.0,3.0,2021.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab","Brand New 3 Bed ( 10 Marla *2280SQFT)* For SALE . Sector F , Askari 10 Lahore . Price ; 3 Crore 80 Lakh This Apartment Is Near Bye : Jalal Sons McDonalds + KFC Near Ring road Banks + Air Port Abdullah Gull interchange For Further Details Contact Pls Nusrat Estate *(GHQ+DHA)* ,",1.0,3.0,3.0,3.0,1.0,1.0,1.0,36500000,Askari 10,136,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",10.0,2722.5,,,2021.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab","We are Offering Brand New 1st Floor Apartment in Askari 10 10 Marla 3 Bed Brand New Apartment for Sale in askari 10 Sector F lahore Extra Parking Space Separate Servant Quarter With Washroom Attached Washrooms Spacious Drawing Dining Room Easy Access Fully Kitted Kitchen Wooden Cabinets Aesthetically Pleasing Interior And View Direct Client Excellent Location Ideal For Living Face To Face Offer Transparent Deal Multiple Options Available we Are One Of The Officially Registered Real Estate Agents Of Askari & Dha. We Help You Buy, Sell And Rent Properties In Askari And Dha Across Pakistan. With A Team That Is Dedicated, Professional And Lead By An Experienced Mentor, We Serve You The Best.",,,3.0,4.0,2.0,1.0,1.0,34500000,Askari 10,121,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 5, Askari, Lahore, Punjab",10.0,2722.5,,,2024.0,"Askari 5, Askari, Lahore, Punjab","Samar Associates Offers Ground Floor Renovated Flat in Askari 5 Gulberg 3 For Sale Facing Park Three Bedroom with attached Bath Totally Renovated Central Location 24 Hours Security Gated Community Heart of City Ideal Location. Reasonable Price. Grab This Auspicious Opportunity To Execute Your Dreams Into Reality. It Is Sure To Be A Profitable Deal For Any Genuine Client. The Right Place To Invest Your Money. Interested Persons Welcome To Visit The Property. Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal, And Please Do Not Forget To Mention Zameen. com When Calling.",,,2.0,2.0,1.0,1.0,1.0,49500000,Askari,110,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 5, Askari, Lahore, Punjab",10.0,2722.5,,,,"Askari 5, Askari, Lahore, Punjab","3 Bedroom Spacious Apartment For Sale - Reasonable Price For Info, pls contact",,,,,,,,17500000,Askari,54,0,0,0,0,0,0,0,0,0,0
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,6.0,8.0,2025.0,"Askari 11, Askari, Lahore, Punjab","03 Bed Apartment 3Bed 1Kitchen Drawing , Dining & Tv Lounge Spacious Store Servant Room With Bath Near To : Commercial Area Schools Jalal Sons Gloria Jeans Cafe McDonald Interested Client Contact Alif Meem Estate",6.0,8.0,3.0,4.0,1.0,1.0,1.0,40500000,Askari 11,135,1,1,1,1,1,1,1,1,1,1
"4 BHK Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab",12.0,3267.0,4.0,8.0,2021.0,"Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab","Your ideal property type is up for sale, so what are you waiting for. It is now time to book your Flat in Askari 11 - Sector D, Lahore. The right property for you in Askari 11 - Sector D is right within your reach. The newly constructed Flat is built keeping in mind the modern day needs. The market trends confirm that the quoted price of RsView Contact Detail is quite reasonable. The number of 10 Marla options in the Askari 11 - Sector D can be limited, so hurry up. To get to more details on the property, some of its features are given below. The property's spacious drawing room is perfect for families who entertain guests frequently. Having double glazed windows in the Flat not only maintains the temperature inside but also provides better protection. The Flat comes with a steam room that is good for your skin and overall health. A beautifully designed airy dining room that comes with this Flat is perfect to host formal dinners. A separate service elevator in the building ensures smooth operations. Having a powder room in the home is a great additional feature. Security services monitor the building at all times for any suspicious activity. You can leave your contact details for our representative to call you.",4.0,8.0,,,,1.0,,49500000,Askari 11,126,0,0,0,0,0,0,0,0,0,1
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,2.0,8.0,,"Askari 11, Askari, Lahore, Punjab","03 Bed Apartment 3Bed 1Kitchen Drawing , Dining & Tv Lounge Spacious Store Servant Room With Bath Near To : Commercial Area Schools Jalal Sons Gloria Jeans Cafe McDonald Interested Client Contact M Afaq Alif Meem Estate View Contact Detail",2.0,8.0,3.0,4.0,1.0,1.0,1.0,33700000,Askari 11,119,1,1,1,1,1,1,1,1,1,0
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,2.0,8.0,,"Askari 11, Askari, Lahore, Punjab","03 Bed Apartment 3Bed 1Kitchen Drawing , Dining & Tv Lounge Spacious Store Servant Room With Bath Near To : Commercial Area Schools Jalal Sons Gloria Jeans Cafe McDonald Interested Client Contact M Afaq Alif Meem Estate View Contact Detail",2.0,8.0,3.0,4.0,1.0,1.0,1.0,28600000,Askari 11,116,1,1,1,1,1,1,1,1,1,0
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,2.0,8.0,,"Askari 11, Askari, Lahore, Punjab","03 Bed Apartment 3Bed 1Kitchen Drawing , Dining & Tv Lounge Spacious Store Servant Room With Bath Near To : Commercial Area Schools Jalal Sons Gloria Jeans Cafe McDonald Interested Client Contact M Afaq Alif Meem Estate View Contact Detail",2.0,8.0,3.0,4.0,1.0,1.0,1.0,28500000,Askari 11,130,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",10.0,2722.5,,,2015.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab","Luxury Redefined! Brand New 10 Marla, 03-Bedroom Bungalow House for Sale in SectorF, Askari 10, Lahore Cantt. Discover your dream home in the heart of Lahore Cantt! This stunning, brand new10 Marla,03 bedroom bungalow house in Sector F, Askari 10, offers luxurious living at its finest. With its prime location, modern design, and spacious living spaces, this property is a rare find. Key Features: -03 spacious bedrooms with attached bathrooms - Modern kitchen with high-quality fixtures - Spacious living and dining areas car parking spaces - 24/7 security and CCTV surveillance - Gated community with amenities like parks, schools, and community center Luxury Highlights: - Prime location in Lahore Cantt - Modern architecture and design - Spacious and well-ventilated spaces - Secure and gated community - Close proximity to schools, shopping centers, and hospitals Why Choose This House? - Perfect blend of luxury and comfort - Spacious living spaces for families - Modern amenities and facilities - Prime location with easy access to major roads Don't Miss Out! Contact us today to schedule a viewing and make this luxurious bungalow your home! Contact Information:",,,3.0,3.0,1.0,1.0,1.0,35000000,Askari 10,111,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",10.0,2722.5,,,2018.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab","Luxury Redefined! Brand New 10 Marla, 3-Bedroom Bungalow House for Sale in Sector F, Askari 10, Lahore Cantt. Discover your dream home in the heart of Lahore Cantt! This stunning, brand new 10 Marla, 3-bedroom bungalow house in Sector F, Askari 10, offers luxurious living at its finest. With its prime location, modern design, and spacious living spaces, this property is a rare find. Key Features: - 5 spacious bedrooms with attached bathrooms - Modern kitchen with high-quality fixtures - Spacious living and dining areas - 3-4 car parking spaces - Lush green lawn - 24/7 security and CCTV surveillance - Gated community with amenities like parks, schools, and community center Luxury Highlights: - Prime location in Lahore Cantt - Modern architecture and design - Spacious and well-ventilated spaces - Secure and gated community - Close proximity to schools, shopping centers, and hospitals Why Choose This House? - Perfect blend of luxury and comfort - Spacious living spaces for families - Modern amenities and facilities - Prime location with easy access to major roads Don't Miss Out! Contact us today to schedule a viewing and make this luxurious bungalow your home!",,,3.0,3.0,1.0,1.0,1.0,37000000,Askari 10,111,1,1,1,1,1,1,1,1,1,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",13.0,3539.25,7.0,9.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",A spacious and brand new 4 bedroom flat available for sale in the prime location of Askari 10. The flat offers a beautiful open view and is ideal for families looking for comfort and convenience. Key Features: 4 spacious bedrooms Brand new construction Beautiful scenic view Located near a well-maintained park Walking distance from KFC Only 2 km from the airport Peaceful and secure environment Ideal for family living,7.0,9.0,4.0,5.0,1.0,1.0,1.0,45500000,Askari 10,109,1,1,1,1,1,1,1,1,0,0
"3 BHK Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,,8.0,2025.0,"Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",10 MARLA 3 BED FLAT AVAILABLE FOR SALE WITH GAS IN ASKARI 11 Built in year: 2025 View: Park-facing Parking Spaces: 2 Lobby in Building Flooring: Tiles Electricity Backup: Generator Waste Disposal Floor: 7TH Floors in Building: 8 Elevators: 2 Service Elevators in Building Other Main Features: yes Rooms Bedrooms: 3 Bathrooms: 4 Servant Quarters: 1 Drawing Room Dining Room Kitchens: 1 Gym Store Rooms: 1 Lounge or Sitting Room Laundry Room Business and Communication Broadband Internet Access Satellite or Cable TV Ready Business Center or Media Room in Building Conference Room in Building ATM Machines Community Features Community Lawn or Garden Community Gym First Aid or Medical Centre Day Care Centre Kids Play Area Barbeque Area Mosque Community Centre Nearby Locations and Other Facilities Nearby Schools: Army public school Nearby Hospitals: YES Nearby Shopping Malls: DOLMEN MALL Nearby Restaurants: kababjes Distance From Airport (kms): 5 KM Nearby Public Transport Service: yes Other Nearby Places: yes,,8.0,3.0,4.0,1.0,1.0,1.0,35000000,Askari 11,107,1,1,1,1,1,1,0,1,0,1
"3 BHK Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",12.0,3267.0,,,,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab","Let us help you narrow down popular areas in Lahore to invest your savings in real estate. You are only one step away from booking your unit in Askari 10 - Sector F which is among the top locations. With this Flat, all the day to day facilities are at a close reach. Looking for 12 Marla sized property? We have some of the best options that will suit your requirements. Your ideal apartment is up for sale, so what are you waiting for. We bet you can't find a bargain at Rs. 39500000 elsewhere. A few highlighting features of the property are as follows. The service elevators in the building are used to transport goods and luggage for every resident. This neat drawing room space in this Flat is all you will need to host your friends and family. A communal kitchen allows for greater interaction and sharing of meal ideas. Having a separate dining room in the Flat makes meal time more fun. The daily waste disposal service ensures a clean environment. Get your clothes, curtains and beddings dry cleaned into brand new, thanks to the dry cleaning facility nearby. A 24/7 active security staff maintains a safe, peaceful environment for the dwellers. Our experts will respond to your questions as soon as possible.",,,3.0,3.0,2.0,,,39500000,Askari 10,43,1,1,0,0,0,0,1,0,0,0
"3 BHK Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,,,,"Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",3 BEDROOM ATTACHED BATH KITCHEN LOUNGE PORCH DRAWING STORE SERVANT ROOM FOR MORE DETAILS CONTACT US PLEASE,,,,,,,,34500000,Askari 11,0,0,0,0,0,0,0,0,0,0,0
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,,,2022.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This apartment is located in Sector S Askari 10 near to Mosque, Ring Road , Airport, School, Colleges, Hospital, Park, Kids play Area, KFC, MacDonald's. The apartment is located in the lush green environments of Sector S askari 10 with in parks and green areas.",,,6.0,6.0,1.0,1.0,1.0,45000000,Askari 10,74,1,1,1,1,1,1,1,0,1,0
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,3.0,8.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This Brand-New Apartment Is Located In Sector S Askari 10 Near To Market, Park, Kids Play Area, Airport, Ring Road, Kfc, MacDonald, Mosque The Apartment Is Located In The Lush Green Environment Of Sector S Askari 10. .",3.0,8.0,5.0,5.0,1.0,1.0,1.0,43500000,Askari 10,71,1,1,0,0,1,0,0,0,0,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,3.0,8.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","his 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonalds' apartment is located in the lush green Serene Environment of Sector S askari 10 Near to airport and green Areas.",3.0,8.0,5.0,5.0,1.0,1.0,1.0,44500000,Askari 10,90,1,1,0,0,0,0,0,0,0,1
"3 BHK Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",10.9,2967.525,8.0,8.0,2024.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab","This apartment is located in Sec F Askari 10 near to Market , Mosque, Park Kids play area , Ring Road, School, Colleges, Hospital, Park. The apartment is located in the lush green environments of Sec F Askari 10 near to Allama Iqbal International Airport.",8.0,8.0,3.0,3.0,1.0,1.0,1.0,37000000,Askari 10,109,1,1,1,0,1,1,0,0,0,1
"3 BHK Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",10.9,2967.525,3.0,8.0,2024.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab","This apartment is located near to Ring Road , Airport, park, Kids Play Area , Mosque, School, Colleges, Market, MacDonalds. This apartment is located in the lush green environments of Sector F askari 10.",3.0,8.0,3.0,3.0,1.0,1.0,1.0,37500000,Askari 10,85,1,1,0,0,1,0,0,0,0,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,,,,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","his 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonalds, the apartment is located in the lush green Serene Environment of Sector S askari 10 near to airport and green Areas.",,,2.0,2.0,1.0,,,43500000,Askari 10,47,1,1,0,1,0,0,0,0,0,0
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,3.0,8.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This apartment is located near to Ring Road, Airport, Market, KFC, MacDonald's, School, Colleges, Hospital, Park, Kids Play Area,. This apartment is located in the lush green Serene Environment of Sector S Askari 10.",3.0,8.0,5.0,5.0,1.0,1.0,1.0,43500000,Askari 10,81,1,1,0,0,1,1,0,0,0,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,3.0,8.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This brand-new apartment is located in Sector S Askari 10 near To Ring Road, Airport, Schools, Colleges, Hospital, Market, KFC, MacDonalds, Park, Kids Play Area. This apartment is surrounded by the Lush green Serene Environment of Askari 10.",3.0,8.0,5.0,5.0,1.0,1.0,1.0,44000000,Askari 10,129,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 11, Askari, Lahore, Punjab",11.0,2994.75,2.0,9.0,2022.0,"Askari 11, Askari, Lahore, Punjab","We are Offering : Brand New 3 Beds 11 Marla Ideal Location Apartment for Sale in Sector B Askari 11 Lahore. it Includes: 3 Beds 4 Bath Kitchen TV Lounge Drawing / Dinning Store Room Powder Room Laundry Room Servant Room Nearby Shopping Malls, Restaurants School , Hospital , Banks Nearby Ring Road and Allama Iqbal International Airport All other Facilities are Available here. More Detail Call us Now",2.0,9.0,3.0,3.0,1.0,1.0,1.0,29500000,Askari 11,140,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,1.0,1.0,2022.0,"Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab","It's best to buy this property in order to get lucrative return on your investment. This Flat available for sale is perfect for investment purposes. Take our word and book your Flat today, as you won't get a better Rs. 24500000 than this. A modern lifestyle awaits you in Askari 11 - Sector B Apartments. Think no more, as the city centre of Lahore is high in demand thanks to its location, proximity to main roads and facilities. 10 Marla property is the best option for investment, so take a decision today. Following are some details of the property. Now you can plan mealtimes with more detail with a separate dining room that comes with this Flat. With central heating system at Flat, the indoor temperature is maintained at all times. The community swimming pool offers a good opportunity for kids' activity. The Flat remains pleasant during summers as well with double glazed windows. Having a kids play area adjoining the property is a relief for parents of hyperactive kids. Thanks to central air conditioning, the temperature in the Flat is always maintained. The community lawn adjoining the Flat is great to get some fresh air. We are just a phone call away, contact us now.",1.0,1.0,3.0,3.0,1.0,1.0,1.0,24500000,Askari 11,139,1,1,1,1,1,1,1,1,1,1
